frequency,Rtings.com,Harman IEM,SenseLab Aizu,SoundGuys.com Studio Curve,SoundGuys.com Headphone Preference Curve,Type 5128 Diffuse Field Response
178.59398,-0.6232733333,-0.1657106952,0.1758848524,-0.04433355244,0.2270601148,-1.973387253
179.889117,-0.6362830611,-0.1256306007,0.1532200099,-0.04415355662,0.2223443839,-1.968206703
181.193647,-0.6493135661,-0.09355651093,0.1308720902,-0.04397275863,0.2175038983,-1.962988585
182.507637,-0.6621388923,-0.0696230095,0.1088596714,-0.04379076558,0.2129691738,-1.957732626
183.831155,-0.6741036175,-0.05380845458,0.0872019062,-0.04360753117,0.2089294716,-1.952438551
185.164272,-0.6859069124,-0.04518730377,0.06591361053,-0.04342284668,0.2049260224,-1.947106084
186.507056,-0.6970505039,-0.04167661917,0.04482123013,-0.04323660914,0.2008283643,-1.941734948
187.859578,-0.7089644859,-0.04077945664,0.02388758631,-0.04304886195,0.1967012106,-1.93632486
189.221908,-0.7196986387,-0.04179082142,0.003194250986,-0.04285948812,0.1925447259,-1.930875539
190.594118,-0.7298438767,-0.04392386101,-0.01717377883,-0.04266903852,0.188357961,-1.925400962
191.976279,-0.7407554082,-0.0487651171,-0.03712797855,-0.042477858,0.1841403888,-1.919992665
193.368463,-0.7504858262,-0.05399586716,-0.05657619078,-0.04228505815,0.1798923649,-1.914612523
194.770742,-0.7596327227,-0.05976236825,-0.07542251741,-0.04209024166,0.1756138981,-1.909191421
196.183191,-0.7695418052,-0.06599095439,-0.09357241441,-0.04189408996,0.1713043581,-1.903657194
197.605883,-0.778288546,-0.07214561397,-0.1111621472,-0.04169683575,0.1669633634,-1.897934533
199.038892,-0.7862295808,-0.07781773126,-0.1283077712,-0.04149812276,0.1625909653,-1.891944889
200.482293,-0.7942355674,-0.08181656613,-0.1450304831,-0.04129779788,0.1581870731,-1.88560517
201.936161,-0.8022646671,-0.08459839803,-0.1613527058,-0.04109619112,0.1537511072,-1.87885922
203.400573,-0.8100720732,-0.08593971617,-0.1772981294,-0.04089349455,0.1492826824,-1.871756543
204.875604,-0.8170125985,-0.08655416329,-0.1928917518,-0.04068912765,0.1447945055,-1.864365534
206.361332,-0.8240415414,-0.0866115051,-0.2081599216,-0.04048279239,0.1403949551,-1.85675777
207.857834,-0.83084487,-0.08435010828,-0.2231379396,-0.04027513219,0.1355377944,-1.84900811
209.365189,-0.8368094085,-0.08079594912,-0.2380976175,-0.04006642724,0.1299234466,-1.841194794
210.883474,-0.8425887646,-0.07544411415,-0.253043659,-0.03985605604,0.1237116608,-1.833399551
212.41277,-0.8477424629,-0.06885595052,-0.2678065747,-0.03964377686,0.1167356045,-1.825699321
213.953157,-0.8536167161,-0.06096373544,-0.2822095077,-0.03942995594,0.1096027367,-1.817997389
215.504714,-0.858556938,-0.05285714876,-0.2960680098,-0.03921467443,0.102529913,-1.810239604
217.067522,-0.863586032,-0.0445652607,-0.3091898128,-0.03899789443,0.09540597114,-1.802425561
218.641664,-0.8683586674,-0.03637173858,-0.3213745929,-0.03877960843,0.0882308188,-1.794554851
220.227222,-0.8725157729,-0.02876297825,-0.3324280487,-0.03855983046,0.08100345083,-1.786627065
221.824277,-0.8774116531,-0.02206303055,-0.3426967091,-0.0383386053,0.07372325709,-1.778641787
223.432914,-0.881116128,-0.01683149084,-0.3524358483,-0.03811567445,0.06636928536,-1.770598601
225.053217,-0.8842749967,-0.0142021333,-0.3616798979,-0.03789094096,0.05877703207,-1.762497087
226.68527,-0.8881205371,-0.01277125062,-0.3704651273,-0.03766445312,0.05179323878,-1.754336822
228.329159,-0.891281089,-0.01431597697,-0.3788297036,-0.03743614914,0.04568480356,-1.74611738
229.984968,-0.8951453121,-0.01868273373,-0.3868137511,-0.03720630558,0.03979928318,-1.737838331
231.652786,-0.8981156959,-0.02497799173,-0.3944594147,-0.03697500088,0.0340167329,-1.729499245
233.332698,-0.9008722765,-0.03354201548,-0.401818328,-0.03674221127,0.0282210635,-1.721099684
235.024792,-0.9030354627,-0.04454123916,-0.4091431164,-0.03650803247,0.02235167986,-1.712639211
236.729158,-0.9058945757,-0.05747176661,-0.4164376183,-0.03627193022,0.0164395153,-1.704111246
238.445883,-0.9078394045,-0.07249885905,-0.423558044,-0.0360336714,0.01048405082,-1.69547363
240.175058,-0.9098409014,-0.08830345912,-0.4303543514,-0.03579361808,0.004485441881,-1.686738907
241.916772,-0.9118423977,-0.1040939137,-0.4366700569,-0.03555179376,-0.001556525121,-1.67793315
243.671117,-0.9138767942,-0.1219292922,-0.4423420406,-0.03530844578,-0.007642076617,-1.669083613
245.438184,-0.91563318,-0.1426777355,-0.4472003469,-0.0350637522,-0.01377136064,-1.660218757
247.218066,-0.9165698747,-0.1643554459,-0.4510849871,-0.03481713196,-0.02002513317,-1.651368298
249.010855,-0.9177866024,-0.1863249999,-0.4544190045,-0.03456835654,-0.02696799146,-1.642563236
250.816646,-0.9196355462,-0.2091551651,-0.4574666755,-0.03431779484,-0.03164164437,-1.633846347
252.635531,-0.9206392064,-0.2328760465,-0.4602443427,-0.03406551995,-0.034099456,-1.625291184
254.467607,-0.9213261314,-0.2567968294,-0.462769238,-0.03381150436,-0.03631062112,-1.616846349
256.312969,-0.9214977418,-0.2807226715,-0.4650595111,-0.03355578919,-0.03856966826,-1.608436583
258.171713,-0.9223261314,-0.3049801967,-0.4671342594,-0.03329810691,-0.04082922778,-1.599983252
260.043937,-0.9224994841,-0.3298118831,-0.469013558,-0.03303831451,-0.04312402727,-1.591404244
261.929737,-0.9233261314,-0.3548017397,-0.4707236617,-0.03277674455,-0.04543551893,-1.582613866
263.829213,-0.9231510304,-0.3797524988,-0.4724263448,-0.03251351843,-0.04776387604,-1.573522728
265.742464,-0.9223261314,-0.4039427902,-0.4741388233,-0.03224833155,-0.05010893952,-1.564036132
267.66959,-0.9222016289,-0.4272310087,-0.4757892052,-0.03198109243,-0.05247065167,-1.554102663
269.61069,-0.9210567753,-0.4496670878,-0.4773024535,-0.03171185602,-0.05484974796,-1.543798178
271.565868,-0.9200560269,-0.4711316694,-0.4786002906,-0.03144061089,-0.05724666451,-1.533218092
273.535224,-0.9190552787,-0.4915587017,-0.4796011002,-0.03116736074,-0.05966060016,-1.522462187
275.518861,-0.9180723576,-0.5111339547,-0.480219827,-0.03089204506,-0.0620912924,-1.511634743
277.516884,-0.9168419408,-0.5297969526,-0.480380339,-0.03061496161,-0.06453982019,-1.500844679
279.529395,-0.9150229335,-0.5476595566,-0.480380339,-0.03033627788,-0.06700659904,-1.490205691
281.556502,-0.913874837,-0.5649200535,-0.480380339,-0.03005540922,-0.06949135414,-1.479736517
283.598308,-0.9117769441,-0.5816473552,-0.480380339,-0.02977213751,-0.07199418658,-1.469266354
285.654922,-0.9097754478,-0.5977895462,-0.480380339,-0.02948684201,-0.07451497204,-1.458789436
287.726449,-0.9077739512,-0.6133994237,-0.480380339,-0.02919963748,-0.07705366504,-1.448308183
289.813,-0.9057945141,-0.6284159337,-0.480380339,-0.0289102122,-0.07961098879,-1.437825103
291.914681,-0.903547183,-0.6426817014,-0.480380339,-0.0286184276,-0.08218732849,-1.427342791
294.031604,-0.9007337253,-0.6564534609,-0.4803925768,-0.02832461208,-0.08478215304,-1.416863933
296.163878,-0.8985760042,-0.6703138431,-0.4807344992,-0.02802883086,-0.08739534569,-1.406391307
298.311615,-0.8954866381,-0.6842178869,-0.4814962581,-0.02773106014,-0.09002767137,-1.395927787
300.474927,-0.8924843927,-0.6975659698,-0.4826083736,-0.02743133722,-0.09267951503,-1.38549153
302.653927,-0.8895064031,-0.7100988895,-0.4839980841,-0.02712940825,-0.09535034105,-1.375443386
304.848729,-0.8862809881,-0.7226088152,-0.485589244,-0.02682523283,-0.0980400382,-1.365729946
307.059448,-0.8822202021,-0.7350403234,-0.4873022191,-0.02651857712,-0.1007493536,-1.356065
309.286198,-0.8779892052,-0.7464400333,-0.489053779,-0.02620925558,-0.1034785768,-1.346149608
311.529096,-0.8729306917,-0.7572147116,-0.4907638737,-0.02589788162,-0.1062325959,-1.335671708
313.788259,-0.867695267,-0.7674820923,-0.4925522425,-0.02558463962,-0.109038818,-1.324305718
316.063806,-0.8616112315,-0.7772421773,-0.4945108435,-0.02526918171,-0.1117392186,-1.311702019
318.355854,-0.8556336432,-0.7866592876,-0.4966634012,-0.02495142198,-0.114295404,-1.297648802
320.664525,-0.8494209003,-0.794957138,-0.4990345825,-0.02463142384,-0.1167610217,-1.282339574
322.989937,-0.8420995765,-0.8021404073,-0.5016500241,-0.02430922137,-0.1191302936,-1.266019515
325.332213,-0.8340156535,-0.8086054962,-0.5045363609,-0.02398455318,-0.1215053866,-1.248945223
327.691474,-0.8260375565,-0.8145657937,-0.5077212554,-0.02365733176,-0.1239135111,-1.231385072
330.067845,-0.8177908531,-0.8198631046,-0.5112963238,-0.02332760548,-0.1263390638,-1.21361957
332.461449,-0.8087066411,-0.8243828138,-0.5166626364,-0.02299531269,-0.1287821255,-1.195941736
334.87241,-0.7997283251,-0.8285078954,-0.5238421467,-0.02266075222,-0.1312431106,-1.178657476
337.300856,-0.7904460582,-0.8324683881,-0.5320797263,-0.02232402877,-0.1337223135,-1.161713723
339.746912,-0.7806456592,-0.8363201169,-0.5405861855,-0.02198482904,-0.1362192437,-1.144742191
342.210707,-0.771491774,-0.8402097239,-0.548537229,-0.02164302194,-0.1387337956,-1.127689496
344.692369,-0.7611283144,-0.8442062029,-0.5550723842,-0.02129895704,-0.141266735,-1.110500918
347.192028,-0.7503299582,-0.8485452333,-0.5592939005,-0.0209527832,-0.1438183812,-1.093119351
349.709814,-0.7401438447,-0.8531755044,-0.560380339,-0.02060391115,-0.1463884911,-1.075485234
352.245858,-0.72905869,-0.8582673807,-0.560380339,-0.02025213951,-0.1489771277,-1.057536472
354.800294,-0.7180800927,-0.8633645982,-0.560380339,-0.01989785288,-0.1515844415,-1.039208365
357.373253,-0.7067879606,-0.8676375619,-0.560380339,-0.01954115054,-0.1542105216,-1.020352617
359.964872,-0.6949935328,-0.871667751,-0.560380339,-0.0191817207,-0.1568557682,-1.000924121
362.575285,-0.6838025063,-0.8757838275,-0.560380339,-0.01881943313,-0.1595204323,-0.9810733177
365.204627,-0.6717167568,-0.8800691695,-0.560380339,-0.01845463152,-0.1622042995,-0.9609583391
367.853038,-0.659707778,-0.8845301468,-0.560380339,-0.01808741389,-0.1649073943,-0.940744435
370.520654,-0.6477292476,-0.889891722,-0.5603567122,-0.01771746745,-0.1676301475,-0.9206041877
373.207616,-0.6354303095,-0.8969126259,-0.5597789122,-0.01734466394,-0.1703727669,-0.9007177364
375.914063,-0.6226407915,-0.9061818086,-0.5584750064,-0.01696935683,-0.1731353204,-0.881260389
378.640137,-0.6104106509,-0.9188220146,-0.5565106394,-0.016591687,-0.1759179501,-0.8621792832
381.38598,-0.5976230285,-0.9340905162,-0.5539547488,-0.01621106382,-0.1787207643,-0.8433501995
384.151735,-0.5853909853,-0.9520133656,-0.550879668,-0.01582729201,-0.1815439065,-0.8246721316
386.937547,-0.5726052661,-0.973234255,-0.5473612341,-0.01544074924,-0.1843874733,-0.8060394657
389.743562,-0.5604051941,-0.9968420522,-0.5434788966,-0.01505148451,-0.1872515656,-0.7873418387
392.569925,-0.5473502011,-1.022352912,-0.5392144451,-0.01465947376,-0.1902521501,-0.7684639928
395.416785,-0.5340425173,-1.047259995,-0.5325366006,-0.01426470083,-0.193903257,-0.7492856254
398.284289,-0.5202598678,-1.071508811,-0.5229988371,-0.01386720151,-0.1945810929,-0.729681236
401.172589,-0.5070556404,-1.093052636,-0.5111224434,-0.01346704612,-0.1887215518,-0.7095498557
404.081834,-0.4929685454,-1.112196122,-0.497453153,-0.01306367457,-0.182216737,-0.6890703624
407.012176,-0.4789902422,-1.127688295,-0.4825619026,-0.01265685164,-0.1764069554,-0.6682976709
409.963769,-0.4647113304,-1.140768671,-0.4670456096,-0.01224724581,-0.1705463721,-0.6472302644
412.936766,-0.4496236187,-1.148582221,-0.4515279713,-0.01183501026,-0.1646590054,-0.6258666832
415.931323,-0.4346123941,-1.153461377,-0.4365801326,-0.01141980233,-0.1587288191,-0.6042055282
418.947596,-0.4196338986,-1.154473801,-0.4210670464,-0.01100154128,-0.1527553852,-0.5822454626
421.985743,-0.4043505911,-1.150892752,-0.4045474623,-0.01058029497,-0.1467385946,-0.5599852158
425.045922,-0.3882622336,-1.144618919,-0.3872127728,-0.01015608739,-0.1406781826,-0.5374235493
428.128292,-0.3722502602,-1.132061976,-0.3692632894,-0.009728647274,-0.1345818695,-0.5144096241
431.233016,-0.3562715624,-1.113229493,-0.3509085193,-0.009297850282,-0.1284826342,-0.4908741013
434.360255,-0.3399838728,-1.08872114,-0.3323674481,-0.008864046452,-0.12219705,-0.4669273513
437.510172,-0.3228948607,-1.05859263,-0.313868831,-0.00842732056,-0.1158240036,-0.4426848214
440.682932,-0.3058821406,-1.022829028,-0.2956139854,-0.007987371276,-0.1082292905,-0.4182671918
443.8787,-0.2888694206,-0.9823095117,-0.2770683977,-0.007544117783,-0.09854469987,-0.3938005362
447.097643,-0.2718567017,-0.9376886782,-0.2581062366,-0.007097609046,-0.0886555051,-0.3694164868
450.33993,-0.25487804,-0.8883844247,-0.238898799,-0.006647783632,-0.07895081787,-0.3452513155
453.605729,-0.2375480794,-0.834058623,-0.2196250711,-0.006194973925,-0.0691756394,-0.3212880696
456.895212,-0.2197808531,-0.7757482705,-0.200471964,-0.00573934449,-0.05932939663,-0.2974139531
460.208549,-0.2025573399,-0.7139489851,-0.1816345553,-0.005280000349,-0.04964813591,-0.2735662187
463.545914,-0.1844676319,-0.6496285971,-0.1633163367,-0.004816617144,-0.04102565976,-0.2496792683
466.907481,-0.1664541669,-0.5825546987,-0.1457157851,-0.00435020101,-0.02426358473,-0.2256845651
470.293426,-0.148440698,-0.5148349406,-0.1287060196,-0.0038809902,0.02009957771,-0.2015105434
473.703925,-0.1304272299,-0.4464757922,-0.1121224898,-0.003408334474,0.03463487024,-0.1770825162
477.139156,-0.1124488394,-0.3784006009,-0.09586954116,-0.002932136378,0.01966952984,-0.1523447802
480.5993,-0.09411009208,-0.3106195732,-0.07984704941,-0.002452192123,0.00149143598,-0.1273524727
484.084536,-0.07535000046,-0.2443451979,-0.06395028114,-0.001968339521,-0.02027274654,-0.1021477689
487.595046,-0.05711881424,-0.1800149566,-0.04806975186,-0.001481216144,-0.02623112544,-0.0767690936
491.131014,-0.0380284289,-0.1174548608,-0.03209107973,-0.0009909555588,-0.0175201503,-0.05125661764
494.692624,-0.01901421571,-0.05730060393,-0.01592542075,-0.0004972296095,-0.008184670765,-0.0256523115
498.280063,0,0,0,0,0,0
501.893517,0.01901421974,0.05441116639,0.01564850979,0.0005009554332,0.008243955892,0.02567946072
505.533175,0.03799233682,0.1065160139,0.03120796061,0.001005716635,0.01654763782,0.05148515845
509.199228,0.05733989646,0.1561812679,0.04687461608,0.001514232709,0.02489786164,0.0774147751
512.891866,0.07709277968,0.2032430476,0.062853409,0.002026566678,0.03324827937,0.1034453404
516.611283,0.09637008623,0.2489004895,0.07935820565,0.002542389032,0.04192916278,0.1295528671
520.357672,0.1161209659,0.2933433852,0.09661207707,0.003061589479,0.05098394704,0.1557123203
524.13123,0.1353616444,0.3362831006,0.1148426912,0.003584761581,0.06071730455,0.1818975858
527.932153,0.1554526698,0.3779139183,0.1341026536,0.004112078041,0.07135882724,0.2080814379
531.76064,0.175467634,0.4193031524,0.1542622567,0.004643142488,0.08211957519,0.2342130458
535.61689,0.195482596,0.4605253188,0.1751860484,0.00517788716,0.09285768707,0.2601538806
539.501105,0.2154603263,0.5004625144,0.1967321744,0.005716621018,0.103572325,0.2859808017
543.413488,0.2357785143,0.5389458539,0.2187521788,0.006259460688,0.1139396093,0.3118138948
547.354243,0.2568701706,0.5768714976,0.2410908001,0.006806047642,0.1265132558,0.3377786224
551.323576,0.277885886,0.6141008723,0.263585762,0.007356315254,0.1426883637,0.3640059888
555.321694,0.2989015971,0.650025294,0.2861115588,0.007910549512,0.1613339994,0.3906327087
559.348806,0.3198794249,0.6848020688,0.3092343193,0.008468790654,0.1831505269,0.4178013813
563.405122,0.3412028723,0.7184759417,0.3330121206,0.009031271633,0.2050983668,0.4455635041
567.490853,0.3632951555,0.7511293053,0.3572200273,0.009598108949,0.2265767783,0.4737888326
571.606214,0.3853116156,0.7821038398,0.3816229404,0.01016894133,0.2480996531,0.5024355298
575.751418,0.4072896653,0.8113848479,0.4059752863,0.01074370679,0.2696965722,0.5314626008
579.926683,0.4296174953,0.8397818516,0.4300206963,0.01132270128,0.2912344903,0.5608270776
584.132227,0.4527508223,0.867528564,0.4534916791,0.01190600275,0.3126756294,0.590483958
588.368268,0.4754110694,0.8947810479,0.4761062568,0.01249354678,0.3339572937,0.6203861426
592.635029,0.4976691586,0.9221525174,0.4976934328,0.01308536096,0.3544481064,0.6504843698
596.932732,0.5207620427,0.9495088,0.5185046721,0.01368141779,0.3799149504,0.6807271499
601.2616,0.5437792497,0.9775278891,0.5388740309,0.01428174452,0.414263884,0.711108922
605.621862,0.5667964587,1.006412893,0.5591506736,0.01488628912,0.4472497584,0.742278664
610.013743,0.5898136655,1.035752025,0.5796993367,0.01549500789,0.4774174188,0.7741247063
614.437473,0.6128308754,1.065497294,0.6009008046,0.01610846886,0.5055159585,0.8061991437
618.893284,0.6358895082,1.095519056,0.6231523989,0.01672687122,0.5320514886,0.8380341652
623.381407,0.6585814258,1.125406633,0.6467940083,0.01734952668,0.5540125192,0.8691414467
627.902078,0.6805256053,1.15496966,0.6710196997,0.01797633196,0.5714776625,0.8990115275
632.455532,0.7025839114,1.183357659,0.6957026812,0.01860760572,0.5889425373,0.9272466198
637.042007,0.7242722884,1.210681712,0.7211266366,0.01924338941,0.607057433,0.9542924252
641.661742,0.7452158461,1.238223895,0.7475874423,0.01988390367,0.6250426186,0.9804467054
646.31498,0.766231559,1.266021419,0.7753935354,0.02052922682,0.6428233951,1.005947081
651.001961,0.7872472729,1.294410347,0.8048662927,0.02117929124,0.6606402099,1.031042144
655.722932,0.808262985,1.32372247,0.8363404182,0.0218341285,0.6784134505,1.055991798
660.478139,0.8292786986,1.353213155,0.8702629965,0.0224937072,0.6971405464,1.081067606
665.26783,0.8502944096,1.382403227,0.9081989593,0.02315805851,0.7170929159,1.106553145
670.092255,0.8713101209,1.411843545,0.9499864646,0.02382713836,0.7379227169,1.132744202
674.951666,0.8923258355,1.441975197,0.9948202443,0.02450094434,0.7599015637,1.159405344
679.846316,0.9133415484,1.472330643,1.041857663,0.02517974518,0.7805671671,1.186168253
684.776462,0.9343159856,1.502418041,1.090217564,0.02586365176,0.7995828596,1.213086666
689.742361,0.9556642235,1.532692685,1.138979081,0.02655228222,0.8180018794,1.240216675
694.744272,0.9777560553,1.563684145,1.187180424,0.02724555765,0.8358929243,1.267616792
699.782456,0.9997725162,1.594937574,1.234086508,0.02794406992,0.85378197,1.295348028
704.857176,1.021788977,1.62596857,1.282665858,0.02864797402,0.8717669705,1.323473966
709.968697,1.043763519,1.657085143,1.333183744,0.0293568635,0.8903657886,1.35206084
715.117286,1.066117096,1.688555991,1.38451833,0.0300706961,0.9111334562,1.381205745
720.303212,1.089209473,1.720109946,1.435497715,0.0307897615,0.9208408717,1.410898897
725.526745,1.112226684,1.75156029,1.484898399,0.0315141372,0.9248326438,1.441042909
730.788159,1.135243891,1.782962272,1.531443716,0.0322437395,0.922899872,1.471535881
736.087728,1.158261099,1.814312995,1.57380222,0.03297857184,0.9022343094,1.502271267
741.425728,1.181278308,1.845638414,1.610931555,0.03371890072,0.8974126013,1.533137724
746.802439,1.204340215,1.877113972,1.646544584,0.03446483623,0.9178767347,1.564018973
752.218141,1.22700883,1.907558636,1.681483237,0.03521600474,0.9368440255,1.595129934
757.673117,1.248953584,1.937025192,1.715013387,0.03597236888,0.9515643238,1.62897786
763.167652,1.271062428,1.96505687,1.74636928,0.03673420296,0.9634933697,1.665107479
768.702032,1.292370319,1.991333614,1.774752589,0.03750155342,0.972888971,1.702243621
774.276547,1.312339115,2.016943447,1.799331426,0.03823487121,0.9823133453,1.739054107
779.891487,1.331640708,2.042845218,1.819239338,0.03884927833,0.992068108,1.774148013
785.547146,1.349661406,2.06848926,1.833891449,0.04153631083,1.001890457,1.806073873
791.243819,1.366632099,2.093149492,1.846917418,0.05612267828,1.01177465,1.83331785
796.981803,1.381183208,2.11694376,1.859326253,0.07418352714,1.021776054,1.854301846
802.761399,1.39444366,2.140552874,1.870755891,0.09593311891,1.031893731,1.868173224
808.582907,1.406004856,2.164013204,1.880828827,0.1177526944,1.042232003,1.879199794
814.446632,1.416741149,2.186449519,1.889151652,0.1389738521,1.052826431,1.888597858
820.35288,1.425546103,2.207823378,1.895314571,0.1601328416,1.06349983,1.89674163
826.301959,1.432420099,2.228869964,1.898890922,0.1811449669,1.074231393,1.904022661
832.29418,1.439107291,2.249749767,1.899619661,0.2028068404,1.084962412,1.910850376
838.329855,1.444674209,2.27039496,1.899619661,0.2251828492,1.095540277,1.917652622
844.409301,1.449662617,2.29072673,1.899619661,0.2490504876,1.107545089,1.924876234
850.532833,1.454344296,2.311054257,1.899619661,0.2749052578,1.12147499,1.932982794
856.700773,1.457863924,2.331762412,1.899619661,0.2996921743,1.137221172,1.94161791
862.913442,1.461202772,2.35222536,1.899619661,0.3231300864,1.15527816,1.950315646
869.171164,1.464907829,2.371977947,1.899619661,0.3452993967,1.173689446,1.959076456
875.474266,1.467847814,2.391784842,1.899619661,0.3659663596,1.192125438,1.967900799
881.823077,1.470850058,2.412141149,1.899619661,0.3882619512,1.211833045,1.976789135
888.217929,1.473852303,2.432419505,1.899619661,0.4126390491,1.23301906,1.985741928
894.659156,1.476814445,2.452546471,1.899619661,0.4404106873,1.256299782,1.994759645
901.147093,1.480221828,2.472897862,1.899619661,0.4727825948,1.282314898,2.003840357
907.68208,1.483880782,2.49366611,1.899619661,0.5050993499,1.308961325,2.012898504
914.264457,1.487174337,2.514300498,1.899619661,0.5368139669,1.338373748,2.021935606
920.89457,1.491260079,2.534610752,1.899619661,0.5685735157,1.341598436,2.031014832
927.572762,1.495263072,2.55534049,1.899619661,0.6003932582,1.313773155,2.040202143
934.299384,1.499223839,2.576643982,1.899619661,0.6322675419,1.309810784,2.049566383
941.074787,1.503587601,2.597815172,1.899619661,0.6642125432,1.349307377,2.059179361
947.899323,1.508628194,2.618809433,1.899619661,0.69587486,1.386207779,2.069115945
954.773351,1.513952758,2.639912716,1.899619661,0.7269408462,1.41578088,2.079235275
961.697227,1.520358747,2.661322108,1.899619661,0.760876667,1.445573679,2.089089469
968.671315,1.527811344,2.68364539,1.899619661,0.7985144339,1.475884059,2.098972631
975.695977,1.535848795,2.706554946,1.899619661,0.8412460145,1.506414327,2.109240471
982.771582,1.544140254,2.729988264,1.899619661,0.8936652058,1.53716611,2.120264259
989.898498,1.553960049,2.753490289,1.899501766,0.8952467614,1.568140762,2.132431294
997.077097,1.565037425,2.776832429,1.897911013,0.8196152228,1.599339872,2.146145392
1004.307754,1.576743294,2.800059634,1.894673387,0.8126516053,1.632819178,2.162141443
1011.590847,1.590287365,2.823249266,1.890068826,0.9345638644,1.671716014,2.181717586
1018.926756,1.604280918,2.847131437,1.884390464,1.023214392,1.67922604,2.204404182
1026.315863,1.618997839,2.871705333,1.877945041,1.0741078,1.665905462,2.229526904
1033.758556,1.635544997,2.897349558,1.871053327,1.116806573,1.665987238,2.256380175
1041.255222,1.652583622,2.924168295,1.864050547,1.153692742,1.697077219,2.284226199
1048.806252,1.66993262,2.952425276,1.857158801,1.187718412,1.722728373,2.312293969
1056.412042,1.688405083,2.982067894,1.849206974,1.218910639,1.740238579,2.339778255
1064.072987,1.707444328,3.012551032,1.840037868,1.25539368,1.757777426,2.366190191
1071.789489,1.726797446,3.043973991,1.829932015,1.299921932,1.775727642,2.392850267
1079.561949,1.747325182,3.076405768,1.819182903,1.338026109,1.793622815,2.419945118
1087.390775,1.767969834,3.109905044,1.80809738,1.368906562,1.811421872,2.447413875
1095.276374,1.788256698,3.144649069,1.796996058,1.402576399,1.829586988,2.475192818
1103.219158,1.809736742,3.180577489,1.786213741,1.44031545,1.84810232,2.503215286
1111.219542,1.831826002,3.217223974,1.775929226,1.478417219,1.868006859,2.531411584
1119.277943,1.853842462,3.254846661,1.76464022,1.516893792,1.889637762,2.559708895
1127.394783,1.875809475,3.293758065,1.752419755,1.551696154,1.911322696,2.588146667
1135.570485,1.898221131,3.334022757,1.739936221,1.582232373,1.932929473,2.616838746
1143.805476,1.921261121,3.376381891,1.727887748,1.618586545,1.954472241,2.645756359
1152.100186,1.944625595,3.420514522,1.717003117,1.663873325,1.975931183,2.674868308
1160.455048,1.969114047,3.466011214,1.708042687,1.699248068,1.997437256,2.704141964
1168.870498,1.994154807,3.511701031,1.701799356,1.725309286,2.01900605,2.733543226
1177.346976,2.019523321,3.555928696,1.698832243,1.750988414,2.040656336,2.763036472
1185.884924,2.045965475,3.597742125,1.696793245,1.776620821,2.062513638,2.792089434
1194.484788,2.073409127,3.637839361,1.694952299,1.805086858,2.082775092,2.819589205
1203.147017,2.101757772,3.6790334,1.693336292,1.837278432,2.101496352,2.846284039
1211.872063,2.13200079,3.72345342,1.69197317,1.869404692,2.118349466,2.873076254
1220.660382,2.16455097,3.772170739,1.690891962,1.901177791,2.133411987,2.900908157
1229.512432,2.198306487,3.828072886,1.690122817,1.933002219,2.148486457,2.930763257
1238.428677,2.234587712,3.888598232,1.689697034,1.964887804,2.163562898,2.963667519
1247.40958,2.273498092,3.951555349,1.689619661,1.996125906,2.18100035,3.000690648
1256.455612,2.314788878,4.017766859,1.689619661,2.026039659,2.201609874,3.044034559
1265.567244,2.358704706,4.085462302,1.689619661,2.067008319,2.22221073,3.096403931
1274.744953,2.405055775,4.153745529,1.689619661,2.126155094,2.24202004,3.156134642
1283.989217,2.453567505,4.218364936,1.689619661,2.177465444,2.274036294,3.221258295
1293.300519,2.503855128,4.278942621,1.689619661,2.220336342,2.329927455,3.28971626
1302.679345,2.556471756,4.337821916,1.689619661,2.256952241,2.378597716,3.359356889
1312.126185,2.609944582,4.396991414,1.689619661,2.28788677,2.419861896,3.427932667
1321.641532,2.664367215,4.457850364,1.689755617,2.321680273,2.444568299,3.493183772
1331.225883,2.720310694,4.519841649,1.691329935,2.359357538,2.458835629,3.557000762
1340.879738,2.777442201,4.583085967,1.694373469,2.397450931,2.473393024,3.621130631
1350.603602,2.83490383,4.64788672,1.698501123,2.435998566,2.488737795,3.685601839
1360.397982,2.892912026,4.713973861,1.703310114,2.471062535,2.504951933,3.750444057
1370.263389,2.951795055,4.781590281,1.70837942,2.502583039,2.522183326,3.8156882
1380.200338,3.011981021,4.84963371,1.713269224,2.53358713,2.53939665,3.881366469
1390.209349,3.071972468,4.917877425,1.717520341,2.563810372,2.556212934,3.947512388
1400.290944,3.132387456,4.984107228,1.720731763,2.601908195,2.579874958,4.014160759
1410.445649,3.193927435,5.045749715,1.723388684,2.651485924,2.614970402,4.08123802
1420.673995,3.25604348,5.105172938,1.72576651,2.70790886,2.65388216,4.148685274
1430.976515,3.318035964,5.165005987,1.727979916,2.772980024,2.697205694,4.216544117
1441.353747,3.380455738,5.225546194,1.730148759,2.825688783,2.734054436,4.284857902
1451.806233,3.444000666,5.286983905,1.732398235,2.866924076,2.764722186,4.353671793
1462.33452,3.50806367,5.349850823,1.73485905,2.907860294,2.793123927,4.423032824
1472.939156,3.572487406,5.413795677,1.737667579,2.948550502,2.819289831,4.492989946
1483.620695,3.638036417,5.478694796,1.740911765,2.998108414,2.849003819,4.563594093
1494.379695,3.704100347,5.544619801,1.744221744,3.059881321,2.883058605,4.634898241
