frequency,Rtings.com,Harman IEM,SenseLab Aizu,SoundGuys.com Studio Curve,SoundGuys.com Headphone Preference Curve,Type 5128 Diffuse Field Response
40.897753,4.351902953,7.77402466,4.032404389,-0.05178851845,4.389251157,-2.011354186
41.194338,4.34192809,7.757592164,4.019428476,-0.05178851845,4.375384669,-2.012540525
41.493073,4.331873626,7.74080028,4.00622761,-0.05178851845,4.363355955,-2.013735466
41.793975,4.320882274,7.723622889,3.992864255,-0.05178851845,4.35178737,-2.014939073
42.097059,4.310860488,7.706145047,3.979339768,-0.05178851845,4.339882422,-2.016151408
42.40234,4.299817924,7.688177641,3.965655628,-0.05178851845,4.327732585,-2.017372535
42.709836,4.288809685,7.669200532,3.951813442,-0.05178851845,4.315607594,-2.018602517
43.019561,4.27780147,7.649392936,3.937814951,-0.05178851845,4.302031985,-2.019841419
43.331533,4.266793238,7.629637522,3.92366203,-0.05178851845,4.284730987,-2.021089305
43.645767,4.255784984,7.609731557,3.909356713,-0.05178851845,4.266178885,-2.022346241
43.96228,4.244776763,7.589539515,3.894945137,-0.05178851845,4.245566109,-2.023612292
44.281088,4.233771475,7.569027112,3.880441221,-0.05178851845,4.230922369,-2.024887524
44.602208,4.222713645,7.548062731,3.865802777,-0.05178851845,4.226162669,-2.026172004
44.925656,4.210664945,7.52644653,3.850985794,-0.05178851845,4.219864433,-2.027465798
45.251451,4.198713121,7.502951813,3.835944383,-0.05178851845,4.186749404,-2.028768975
45.579608,4.187687487,7.478316451,3.820630716,-0.05178851845,4.146455907,-2.030081603
45.910144,4.175641351,7.453418121,3.804994973,-0.05178851845,4.111481003,-2.03140375
46.243078,4.163632363,7.427954154,3.78898523,-0.05178851845,4.094848335,-2.032735484
46.578426,4.151626702,7.401829969,3.772533175,-0.05178851845,4.108750082,-2.034076876
46.916206,4.139560573,7.375020038,3.755649621,-0.05178851845,4.119537817,-2.035427996
47.256435,4.126573452,7.347686374,3.73839465,-0.05178851845,4.106466429,-2.036788914
47.599132,4.114545304,7.31858979,3.720831184,-0.05178851845,4.087565881,-2.038161036
47.944314,4.101496933,7.286888465,3.703025075,-0.05178851845,4.07201703,-2.039563388
48.291999,4.088487198,7.254945882,3.685045193,-0.05178851845,4.056536487,-2.040991781
